candidate_id,age,gender,education_level,university_tier,years_experience,employment_gap_months,technical_skill_score,communication_score,aptitude_test_score,coding_test_score,project_count,github_activity_score,certifications_count,expected_salary,ai_resume_score,ai_bias_score,hired
CAND_00737,26,Male,Master's,Tier 3,0.0,3.8,63.2,77.9,52.7,40.9,3,57.5,1,72100,34.5,32.0,0
CAND_00738,28,Female,Bachelor's,Tier 2,1.7,0.0,57.1,57.9,45.5,35.5,4,46.8,0,74000,30.2,31.9,0
CAND_00739,23,Male,Bachelor's,Tier 2,2.1,1.3,71.6,58.3,57.8,50.4,3,55.4,3,134100,46.9,41.9,0
CAND_00740,26,Male,Bachelor's,Tier 1,0.6,7.9,75.8,83.4,52.0,57.8,3,61.2,2,123500,48.0,45.6,0
CAND_00741,31,Male,Master's,Tier 1,10.9,0.0,91.7,64.2,59.6,62.6,9,64.8,3,254400,51.5,54.4,1
CAND_00742,27,Male,Master's,Tier 3,10.8,0.9,97.1,92.1,78.2,73.5,8,69.6,2,250700,56.8,63.0,1
CAND_00743,21,Female,Master's,Tier 2,1.3,0.5,91.6,91.6,63.2,65.5,1,66.4,4,103700,53.9,53.4,1
CAND_00744,26,Male,PhD,Tier 2,4.7,0.0,43.4,91.9,53.6,42.2,4,49.6,2,89100,35.3,30.5,0
CAND_00745,23,Male,Bachelor's,Tier 2,7.5,0.0,62.8,68.8,45.2,58.8,6,44.3,1,120400,39.8,42.0,0
CAND_00746,30,Female,Master's,Tier 2,3.6,0.1,75.6,65.6,67.8,58.0,2,36.1,2,98000,35.8,33.7,0
CAND_00747,30,Male,Master's,Tier 3,5.6,0.0,62.4,95.3,64.9,54.5,3,37.1,1,96900,43.9,44.0,1
CAND_00748,21,Female,PhD,Tier 3,0.0,0.0,67.4,82.5,63.6,49.0,2,46.2,1,114600,33.1,35.0,0
CAND_00749,32,Female,PhD,Tier 2,1.5,0.0,40.2,94.0,45.0,38.6,0,27.5,0,93200,21.7,20.0,0
CAND_00750,23,Female,Master's,Tier 1,5.2,3.5,84.2,86.8,68.4,62.0,2,59.7,2,87900,50.1,49.4,1
CAND_00751,36,Male,Bachelor's,Tier 2,5.5,4.0,43.2,80.9,45.6,29.5,10,75.1,1,87000,42.1,42.1,0
CAND_00752,28,Female,Master's,Tier 2,10.9,0.0,47.2,74.5,50.2,20.0,3,30.8,1,174000,36.0,29.5,0
CAND_00753,22,Female,Bachelor's,Tier 2,0.2,10.4,52.9,72.6,53.6,41.2,5,68.1,0,91900,38.7,35.8,0
CAND_00754,23,Male,Master's,Tier 3,0.0,2.8,66.6,90.2,60.9,51.0,5,59.9,0,90200,31.4,34.4,0
CAND_00755,30,Male,PhD,Tier 1,6.8,3.4,49.9,81.3,51.6,25.6,5,72.7,0,187500,49.1,55.4,0
CAND_00756,27,Female,Bachelor's,Tier 2,10.0,0.5,53.6,66.2,45.8,33.3,6,46.0,3,112100,45.1,41.5,0
CAND_00757,28,Female,Master's,Tier 1,1.0,4.5,87.4,79.9,78.0,48.9,3,28.3,2,115800,52.9,48.9,0
CAND_00758,37,Female,Bachelor's,Tier 3,4.1,0.0,66.4,71.5,48.2,54.6,5,61.2,2,61100,43.6,44.6,1
CAND_00759,25,Female,Bachelor's,Tier 2,7.8,0.0,75.7,76.9,52.7,48.2,3,46.9,1,132300,44.1,45.2,0
CAND_00760,29,Female,Bachelor's,Tier 3,13.5,2.9,50.7,80.9,53.0,43.2,1,39.8,2,230500,26.2,25.3,0
CAND_00761,36,Male,Master's,Tier 1,7.5,3.4,70.9,89.9,59.7,46.6,5,54.1,3,148600,53.2,54.0,1
CAND_00762,30,Male,PhD,Tier 2,2.4,0.9,67.8,87.0,54.8,40.7,3,61.9,1,110700,44.4,51.6,0
CAND_00763,21,Male,PhD,Tier 3,6.1,0.0,56.9,73.3,53.6,50.4,5,49.6,1,110800,41.7,42.3,0
CAND_00764,31,Female,Bachelor's,Tier 2,3.5,0.3,68.3,65.6,47.2,43.6,4,55.2,2,113000,44.1,40.0,0
CAND_00765,23,Male,Master's,Tier 3,0.4,0.5,41.5,84.4,49.0,39.1,4,50.8,1,62100,41.0,36.8,0
CAND_00766,36,Female,Master's,Tier 2,4.5,0.2,76.7,67.7,56.9,48.5,1,44.5,3,186000,37.8,34.4,0
CAND_00767,24,Female,Bachelor's,Tier 2,4.4,2.1,65.4,78.5,56.4,45.6,2,51.1,1,135300,49.0,42.5,0
CAND_00768,43,Female,Bachelor's,Tier 2,8.0,0.0,66.2,71.9,49.6,59.3,2,48.0,0,148200,31.9,33.3,0
CAND_00769,36,Male,Bachelor's,Tier 2,7.2,6.2,81.1,77.3,58.1,60.9,5,59.0,4,180200,47.4,50.8,0
CAND_00770,25,Female,PhD,Tier 2,5.4,2.0,75.0,76.0,58.4,62.0,3,54.3,3,128400,46.1,54.7,1
CAND_00771,29,Male,Master's,Tier 2,3.1,0.8,66.8,83.9,69.1,67.2,6,57.9,3,87000,47.0,53.2,1
CAND_00772,32,Female,Master's,Tier 3,8.1,0.0,52.4,80.5,42.5,36.5,7,54.7,1,128900,48.5,46.3,0
CAND_00773,32,Male,Bachelor's,Tier 2,4.6,5.4,87.1,78.8,69.5,71.0,1,51.4,0,167000,42.3,40.9,1
CAND_00774,31,Male,Master's,Tier 2,3.1,0.0,51.7,74.0,42.2,37.1,4,74.5,3,84800,42.7,51.9,0
CAND_00775,35,Female,Bachelor's,Tier 2,2.8,0.0,77.5,59.3,56.6,57.1,3,54.0,0,97300,40.3,43.0,0
CAND_00776,28,Male,Bachelor's,Tier 1,2.7,0.0,49.2,84.1,51.6,31.6,4,48.3,3,96600,43.4,50.3,0
CAND_00777,27,Male,Master's,Tier 2,9.0,0.0,83.2,53.1,57.5,61.1,3,44.8,2,95900,43.1,43.3,0
CAND_00778,27,Female,Bachelor's,Tier 3,5.8,1.0,82.1,86.2,77.5,49.6,4,53.8,2,97500,39.9,32.8,1
CAND_00779,33,Female,Master's,Tier 3,6.3,0.0,41.2,88.0,54.8,40.2,3,35.4,3,85100,40.1,33.2,0
CAND_00780,30,Female,Bachelor's,Tier 2,1.8,3.7,75.7,77.2,60.7,78.0,6,69.6,1,131900,43.8,51.0,1
CAND_00781,30,Female,Master's,Tier 3,2.7,0.0,73.1,80.9,70.1,54.8,5,58.8,2,117200,38.3,41.9,0
CAND_00782,32,Female,Bachelor's,Tier 2,6.7,0.0,80.4,75.3,56.8,53.6,4,73.9,4,100300,45.8,49.5,0
CAND_00783,21,Male,Master's,Tier 3,4.4,4.1,73.1,76.1,52.6,68.8,3,37.6,1,125400,44.6,46.0,1
CAND_00784,30,Male,Bachelor's,Tier 3,6.8,0.0,54.5,81.0,63.2,36.5,5,48.4,0,109300,33.2,25.9,0
CAND_00785,30,Male,Bachelor's,Tier 3,4.7,0.0,65.0,92.4,62.4,42.9,1,32.2,1,91800,31.8,31.6,0
CAND_00786,37,Female,PhD,Tier 1,4.3,0.0,93.0,90.1,77.9,69.2,3,25.8,2,136700,43.2,40.8,0
CAND_00787,21,Female,Bachelor's,Tier 2,4.4,0.7,54.2,88.0,49.0,35.5,7,43.9,2,170300,38.6,35.4,0
CAND_00788,36,Male,Master's,Tier 1,4.5,4.4,74.8,86.1,60.2,65.1,4,50.3,3,84800,47.8,50.3,1
CAND_00789,29,Male,PhD,Tier 3,6.9,0.0,84.1,67.1,70.7,45.8,4,58.4,1,130500,39.8,42.7,1
CAND_00790,31,Female,Bachelor's,Tier 2,3.6,0.4,55.4,79.5,41.0,42.4,4,50.5,2,112100,43.0,41.6,0
CAND_00791,37,Male,Bachelor's,Tier 3,13.2,1.6,48.2,92.7,55.7,48.7,5,55.6,0,112300,35.5,36.4,0
CAND_00792,31,Female,Master's,Tier 2,3.3,0.1,51.9,62.4,52.8,20.0,4,33.4,1,80300,29.4,24.6,0
CAND_00793,31,Male,PhD,Tier 3,3.3,0.0,73.5,70.6,47.2,67.6,3,41.7,2,85500,43.5,42.9,0
CAND_00794,30,Female,PhD,Tier 1,3.8,3.3,55.4,73.3,50.7,42.5,3,54.8,4,122500,40.2,46.9,0
CAND_00795,26,Male,Bachelor's,Tier 1,1.0,0.0,70.4,66.5,41.3,67.8,7,77.1,0,111800,49.2,60.0,0
CAND_00796,28,Female,Master's,Tier 2,1.4,0.0,88.3,84.6,68.3,78.8,6,77.2,2,85500,54.7,47.5,1
CAND_00797,25,Female,Bachelor's,Tier 2,0.7,0.0,67.6,85.9,62.2,36.2,4,54.4,2,125100,43.0,34.8,0
CAND_00798,28,Female,PhD,Tier 2,8.5,1.9,60.3,80.2,56.6,62.7,3,26.2,1,105500,36.2,32.6,0
CAND_00799,21,Female,PhD,Tier 3,0.0,2.8,69.8,62.3,59.6,40.8,4,67.4,1,106100,38.7,30.0,0
CAND_00800,31,Female,Bachelor's,Tier 1,3.3,3.6,72.1,58.8,54.1,56.0,4,42.1,3,84200,47.0,47.3,1
CAND_00801,28,Female,Bachelor's,Tier 2,14.0,3.0,75.6,94.8,68.4,32.7,4,63.1,2,207600,44.0,42.0,1
CAND_00802,27,Male,Bachelor's,Tier 3,6.5,4.7,90.7,90.3,74.9,71.9,5,57.1,3,159500,49.0,50.9,1
CAND_00803,30,Female,Bachelor's,Tier 1,7.3,0.6,75.6,74.1,57.9,59.0,1,43.0,6,121500,51.5,54.5,0
CAND_00804,21,Female,Master's,Tier 3,10.5,0.0,96.5,69.9,68.2,84.7,7,62.4,2,207200,51.4,41.8,1
CAND_00805,38,Male,Bachelor's,Tier 3,6.1,1.1,74.4,70.2,50.4,59.6,6,59.7,3,131500,49.7,46.6,1
CAND_00806,28,Female,Bachelor's,Tier 1,0.3,0.0,61.3,76.7,76.0,33.2,3,32.5,0,86500,34.0,31.3,0
CAND_00807,28,Female,Bachelor's,Tier 2,6.2,1.5,100.0,75.9,74.3,79.0,8,66.3,4,183000,65.0,60.9,1
CAND_00808,24,Female,PhD,Tier 2,1.6,8.0,68.1,58.2,46.7,44.4,6,52.6,1,81000,44.3,49.9,0
CAND_00809,29,Male,Master's,Tier 3,14.4,3.7,53.2,86.9,63.5,57.0,7,36.6,2,221000,42.7,46.3,1
CAND_00810,35,Male,Bachelor's,Tier 2,2.3,3.2,100.0,76.9,84.1,76.2,5,56.1,3,140200,50.3,51.8,1
CAND_00811,34,Non-Binary,Bachelor's,Tier 2,3.2,0.0,59.9,84.6,53.2,40.3,6,40.1,2,67500,46.5,46.7,0
CAND_00812,33,Female,PhD,Tier 3,3.5,1.5,57.2,67.6,45.6,51.3,5,40.1,4,117200,32.7,32.3,0
CAND_00813,31,Male,Master's,Tier 1,4.0,0.0,64.8,92.2,72.5,47.5,5,41.4,1,113000,48.1,47.1,0
CAND_00814,27,Female,Bachelor's,Tier 3,0.5,0.9,70.3,61.0,46.5,67.1,3,65.1,1,76200,37.2,46.4,1
CAND_00815,21,Female,Bachelor's,Tier 3,2.4,0.0,81.0,74.2,65.5,48.1,8,54.3,1,128100,49.4,49.6,1
CAND_00816,27,Male,Bachelor's,Tier 2,1.6,4.0,32.9,80.7,41.4,20.0,4,41.8,2,89700,33.4,32.5,0
CAND_00817,27,Female,Bachelor's,Tier 3,6.8,4.0,81.0,72.2,67.6,67.4,4,60.3,1,73500,47.0,45.3,1
CAND_00818,34,Male,Master's,Tier 3,10.7,1.4,60.2,78.0,58.7,39.9,2,38.8,1,140500,37.5,34.6,0
CAND_00819,30,Male,PhD,Tier 2,3.1,0.2,63.3,61.2,51.3,54.0,2,50.7,3,101500,44.1,43.5,0
CAND_00820,37,Male,Bachelor's,Tier 2,7.8,0.0,92.8,66.1,67.0,72.7,6,60.7,2,133300,50.8,52.5,1
CAND_00821,34,Female,Master's,Tier 2,5.2,1.2,71.2,83.9,55.7,44.0,7,66.1,2,124000,46.4,46.6,1
CAND_00822,26,Male,Bachelor's,Tier 1,2.6,0.0,76.9,69.1,59.1,58.6,5,57.1,2,151100,49.2,55.3,0
CAND_00823,21,Male,Master's,Tier 3,0.0,3.8,67.3,80.9,58.5,47.3,4,45.1,2,63900,35.9,22.9,0
CAND_00824,35,Male,Master's,Tier 1,5.1,0.4,81.4,80.7,61.3,53.2,4,62.5,2,119300,53.1,54.1,1
CAND_00825,35,Female,Bachelor's,Tier 3,8.7,0.0,90.7,87.8,67.9,71.4,8,73.4,4,130300,61.7,66.8,1
CAND_00826,22,Female,Bachelor's,Tier 2,2.8,2.9,34.0,81.1,38.9,20.0,7,51.0,2,85400,33.1,31.8,0
CAND_00827,36,Male,Master's,Tier 1,3.8,2.1,86.3,94.4,77.4,63.1,3,37.6,4,121600,57.1,63.9,1
CAND_00828,30,Male,Bachelor's,Tier 3,1.4,0.0,89.7,74.6,67.0,82.1,3,49.5,1,130500,40.2,39.8,0
CAND_00829,29,Female,Bachelor's,Tier 3,3.2,0.6,75.0,83.2,56.8,56.0,4,51.6,1,131900,35.1,30.7,1
CAND_00830,37,Male,Bachelor's,Tier 2,4.4,0.7,60.3,90.7,64.1,38.4,5,69.9,2,93800,42.2,41.0,0
CAND_00831,35,Male,PhD,Tier 2,4.0,3.7,52.4,93.5,63.1,24.3,3,36.2,0,105400,43.0,42.6,0
CAND_00832,32,Male,Bachelor's,Tier 1,2.9,0.0,100.0,75.4,69.5,58.1,5,75.2,1,137500,50.4,57.5,0
CAND_00833,31,Male,Master's,Tier 2,4.3,0.0,58.4,88.4,53.1,32.6,2,39.3,3,169500,29.4,36.4,0
CAND_00834,32,Male,Bachelor's,Tier 2,6.5,0.0,89.6,83.9,77.8,62.2,9,65.8,3,109400,53.0,54.8,1
CAND_00835,26,Male,Master's,Tier 2,1.0,6.9,74.9,77.1,71.5,32.0,2,60.9,0,67700,44.3,47.8,0
CAND_00836,28,Male,Master's,Tier 3,1.5,0.0,96.6,66.0,73.7,68.1,5,65.2,3,62700,52.7,52.1,1
CAND_00837,24,Female,Master's,Tier 2,0.0,0.0,64.1,91.8,60.6,33.5,1,28.8,1,90800,35.8,28.8,0
CAND_00838,27,Male,Bachelor's,Tier 3,3.6,1.3,45.5,85.9,46.1,31.7,4,52.6,1,89600,37.1,32.2,0
CAND_00839,27,Female,Master's,Tier 3,6.2,1.6,68.0,81.7,47.2,48.4,2,61.6,2,91200,42.0,42.5,0
CAND_00840,25,Female,Master's,Tier 2,2.2,0.6,49.3,80.4,57.6,38.9,5,35.1,0,70600,33.4,29.7,0
CAND_00841,29,Male,Bachelor's,Tier 3,5.6,0.0,100.0,65.7,59.0,72.0,8,87.0,3,184900,60.0,58.7,1
CAND_00842,27,Female,Bachelor's,Tier 2,7.5,0.0,76.9,89.7,60.8,48.7,3,33.1,1,162100,40.7,43.6,0
CAND_00843,31,Male,Bachelor's,Tier 3,5.0,4.1,78.9,78.8,60.4,48.1,5,37.9,3,111400,44.0,47.0,0
CAND_00844,21,Non-Binary,Bachelor's,Tier 2,0.0,0.8,79.5,84.6,68.9,44.9,4,38.1,2,82700,39.8,33.5,0
CAND_00845,28,Male,Master's,Tier 1,1.3,1.4,64.0,81.2,40.6,58.0,4,47.6,2,91400,45.4,44.8,0
CAND_00846,29,Male,Bachelor's,Tier 3,1.8,2.0,66.2,65.2,53.1,56.8,5,59.4,1,99600,42.2,41.3,0
CAND_00847,27,Male,Bachelor's,Tier 2,11.1,6.0,70.1,71.9,67.0,46.8,8,62.1,3,164200,47.6,54.6,1
CAND_00848,28,Non-Binary,Master's,Tier 3,13.6,0.4,95.2,89.1,70.2,68.8,6,54.7,3,265700,51.0,41.1,1
CAND_00849,21,Male,Bachelor's,Tier 3,0.4,0.0,51.8,80.0,55.6,36.6,1,38.4,0,89700,20.8,27.6,0
CAND_00850,30,Female,Bachelor's,Tier 1,8.1,6.3,59.5,95.9,57.5,54.2,3,47.0,1,109700,47.7,46.9,1
CAND_00851,32,Male,Bachelor's,Tier 2,9.7,0.1,65.8,79.6,59.2,43.8,3,46.7,2,138700,39.8,38.7,0
CAND_00852,31,Female,PhD,Tier 2,1.7,0.0,58.6,75.4,51.9,22.8,5,63.0,4,106200,42.1,39.6,0
CAND_00853,34,Male,Master's,Tier 2,12.8,2.6,48.4,87.7,46.4,39.6,5,50.2,3,126000,37.6,36.2,0
CAND_00854,30,Female,Master's,Tier 3,3.3,0.0,30.1,67.9,40.3,20.0,5,59.6,2,77100,24.6,21.4,0
CAND_00855,31,Male,Bachelor's,Tier 2,3.5,1.6,44.5,78.9,49.1,41.7,2,11.5,2,70700,29.7,33.1,0
CAND_00856,29,Male,Master's,Tier 2,1.3,0.0,85.2,79.4,66.5,52.3,5,44.6,5,87800,45.9,57.8,0
CAND_00857,32,Male,Bachelor's,Tier 3,12.7,0.5,67.9,69.3,63.8,52.1,5,66.8,1,116700,38.7,42.9,1
CAND_00858,21,Male,Bachelor's,Tier 1,1.5,0.7,83.6,93.2,69.7,57.9,0,16.9,3,87100,44.9,47.5,0
CAND_00859,24,Female,Bachelor's,Tier 3,9.5,0.0,59.8,79.9,57.1,41.1,7,71.3,2,115200,41.5,41.6,1
CAND_00860,36,Male,Master's,Tier 2,10.5,1.3,68.9,77.6,53.9,55.0,5,68.8,2,129400,41.8,50.9,1
CAND_00861,21,Female,Bachelor's,Tier 3,0.4,0.0,90.6,95.8,78.5,66.4,2,45.5,5,128800,57.4,48.1,1
CAND_00862,28,Male,Bachelor's,Tier 2,3.7,6.3,90.8,62.0,55.4,61.7,3,59.5,4,101500,41.4,41.0,0
CAND_00863,34,Female,Bachelor's,Tier 1,3.6,6.2,85.8,47.7,56.0,58.9,1,43.8,1,126400,39.3,30.3,0
CAND_00864,28,Male,Bachelor's,Tier 2,2.1,0.7,73.4,87.8,61.0,40.9,7,68.4,0,103000,48.4,50.5,0
CAND_00865,26,Male,Master's,Tier 1,4.2,0.9,80.4,85.0,68.5,59.2,7,47.7,2,110400,57.1,59.2,1
CAND_00866,29,Female,Bachelor's,Tier 3,6.3,0.4,73.2,72.2,53.5,55.7,4,62.0,1,109600,35.5,29.0,0
CAND_00867,27,Male,Master's,Tier 1,0.0,0.0,71.7,68.2,58.9,79.8,5,49.6,0,52400,41.9,49.7,0
CAND_00868,29,Male,Bachelor's,Tier 3,0.6,0.0,62.3,70.0,52.6,46.3,1,23.7,0,108700,27.9,24.3,0
CAND_00869,25,Female,Master's,Tier 2,1.2,1.5,84.6,59.8,67.1,59.8,5,39.8,0,116100,48.5,44.1,0
CAND_00870,34,Female,Master's,Tier 2,6.0,4.1,51.4,70.9,37.4,27.3,4,43.7,0,211600,36.0,37.9,0
CAND_00871,36,Male,Bachelor's,Tier 1,11.0,1.8,93.3,61.5,57.9,63.9,2,46.0,3,195600,48.4,48.4,1
CAND_00872,28,Male,Bachelor's,Tier 2,3.5,0.0,66.4,55.5,45.9,48.0,2,39.2,0,116800,40.3,39.1,0
CAND_00873,22,Female,Master's,Tier 2,0.9,0.0,53.1,85.8,55.5,29.4,1,29.6,2,104800,34.3,34.5,0
CAND_00874,26,Male,Master's,Tier 2,4.7,2.5,61.3,94.2,63.1,50.3,5,39.6,1,111400,38.1,41.5,0
CAND_00875,28,Male,Bachelor's,Tier 3,1.4,0.0,55.8,82.9,57.5,38.2,3,62.3,2,56600,32.7,36.9,0
CAND_00876,31,Male,Bachelor's,Tier 2,4.5,2.6,61.3,71.1,53.7,50.0,6,53.7,0,170900,37.6,41.2,0
CAND_00877,23,Female,Master's,Tier 2,1.5,0.3,61.5,70.8,52.1,36.5,7,72.8,0,86200,46.9,52.8,0
CAND_00878,25,Female,Master's,Tier 2,2.9,0.9,61.1,96.0,57.9,46.2,8,54.4,0,88900,40.1,35.6,0
CAND_00879,31,Male,Bachelor's,Tier 1,8.7,0.0,67.1,60.1,55.8,46.4,4,83.4,6,151600,51.7,55.1,1
CAND_00880,33,Male,Bachelor's,Tier 3,1.9,5.3,67.1,62.7,47.5,59.9,5,64.1,3,140100,39.1,41.6,0
CAND_00881,25,Male,Bachelor's,Tier 2,2.3,0.0,78.4,88.3,68.6,56.8,2,65.8,4,127500,48.9,44.9,1
CAND_00882,22,Female,Master's,Tier 1,4.2,0.0,69.2,72.3,57.5,38.5,3,62.2,1,156100,41.0,47.6,0
CAND_00883,45,Male,Bachelor's,Tier 2,10.1,2.6,74.5,79.4,51.9,51.5,5,63.0,1,139700,41.6,42.8,1
CAND_00884,32,Male,PhD,Tier 2,1.7,0.0,69.2,74.4,59.6,34.2,3,51.3,1,149900,37.1,40.8,0
CAND_00885,27,Female,Bachelor's,Tier 2,0.0,0.0,78.6,86.5,81.4,59.3,1,39.1,1,86800,45.8,40.5,0
CAND_00886,33,Male,Bachelor's,Tier 3,7.1,0.0,68.7,81.7,71.6,62.0,7,67.2,1,85900,43.8,41.2,0
CAND_00887,28,Female,Master's,Tier 1,0.5,9.2,63.3,77.1,62.2,47.7,4,41.3,1,97200,41.2,41.8,0
CAND_00888,33,Male,PhD,Tier 2,5.2,2.5,56.0,84.8,58.6,42.8,5,58.7,3,109800,38.6,47.0,0
CAND_00889,29,Male,Master's,Tier 3,7.8,1.5,70.9,86.6,55.5,54.5,5,42.1,4,105000,47.1,52.6,0
CAND_00890,29,Male,Bachelor's,Tier 1,1.0,4.4,89.2,61.0,64.0,56.2,3,57.9,0,102200,41.6,45.7,0
CAND_00891,28,Female,Master's,Tier 3,10.7,0.0,64.8,63.9,64.2,39.8,7,54.8,3,124000,34.8,44.6,1
CAND_00892,21,Female,Master's,Tier 1,3.4,0.0,63.2,67.5,48.8,50.2,5,67.8,3,156400,44.6,42.7,1
CAND_00893,38,Female,Bachelor's,Tier 3,20.0,0.0,64.4,100.0,54.7,44.3,7,47.4,3,200300,50.1,56.6,1
CAND_00894,24,Male,Bachelor's,Tier 2,1.0,1.8,63.5,72.5,59.4,64.7,1,20.0,3,100400,36.8,33.5,0
CAND_00895,22,Female,Bachelor's,Tier 2,7.0,0.0,59.4,70.0,46.7,55.8,6,59.9,2,134900,40.2,38.3,0
CAND_00896,27,Male,Bachelor's,Tier 1,2.1,0.9,51.8,87.8,47.8,30.5,2,23.8,3,116800,40.6,46.0,0
CAND_00897,24,Male,PhD,Tier 1,2.3,0.0,69.9,73.1,59.2,43.8,3,49.3,1,141400,43.2,45.5,0
CAND_00898,28,Female,Bachelor's,Tier 2,1.8,6.2,71.9,73.2,63.3,39.5,6,70.7,4,103200,48.7,51.3,0
CAND_00899,32,Male,PhD,Tier 1,4.5,0.6,59.2,79.2,55.2,35.8,6,57.0,2,67500,45.5,43.4,0
CAND_00900,33,Male,Bachelor's,Tier 2,8.3,0.0,57.9,80.0,59.3,39.4,4,36.2,1,75400,41.5,47.7,1
CAND_00901,33,Male,Master's,Tier 2,12.5,1.9,57.2,74.4,59.8,43.7,10,63.2,1,122800,43.7,35.0,0
CAND_00902,27,Male,Bachelor's,Tier 2,1.2,0.0,51.2,73.7,51.8,35.8,5,59.2,1,67600,33.4,34.6,0
CAND_00903,29,Male,Bachelor's,Tier 3,4.2,0.0,54.6,90.0,59.7,57.7,7,62.3,1,79300,42.6,36.5,0
CAND_00904,31,Female,Bachelor's,Tier 3,2.9,0.0,65.2,91.3,59.6,55.3,2,37.5,0,99300,31.1,27.8,0
CAND_00905,21,Male,Bachelor's,Tier 2,2.0,2.2,49.4,72.5,59.0,40.0,4,54.8,1,83300,33.5,31.4,0
CAND_00906,31,Female,Master's,Tier 2,8.4,0.0,66.9,68.6,57.3,52.9,4,35.4,3,92300,42.7,41.4,1
CAND_00907,21,Female,Bachelor's,Tier 2,0.1,0.0,59.5,96.5,63.6,24.4,3,55.7,4,98000,43.3,47.4,0
CAND_00908,39,Male,Master's,Tier 2,8.1,0.5,57.6,83.9,53.6,20.4,8,73.1,2,132400,46.0,41.7,0
CAND_00909,26,Male,Bachelor's,Tier 3,0.8,0.0,73.3,84.7,58.5,52.6,2,33.1,2,85400,39.5,42.0,0
CAND_00910,28,Male,Bachelor's,Tier 2,7.9,4.6,60.6,88.7,53.7,51.7,10,75.1,1,118600,52.9,61.3,1
CAND_00911,25,Female,Bachelor's,Tier 1,5.2,2.9,68.2,69.2,52.7,44.5,8,61.9,2,166000,54.2,68.9,0
CAND_00912,25,Male,PhD,Tier 3,0.7,0.0,86.2,74.2,65.1,65.5,2,62.4,0,114800,33.2,31.9,0
CAND_00913,40,Female,Master's,Tier 2,5.2,0.0,57.0,86.9,58.3,47.7,7,82.1,0,121700,40.1,37.0,0
CAND_00914,33,Male,Bachelor's,Tier 3,10.7,2.6,89.9,78.6,57.4,74.0,3,34.3,4,122600,42.6,35.0,0
CAND_00915,21,Female,Bachelor's,Tier 3,11.0,0.0,63.1,63.5,58.7,40.9,3,48.2,4,136700,43.2,32.6,0
CAND_00916,36,Male,Bachelor's,Tier 1,4.1,0.0,56.0,64.4,46.9,38.4,4,44.8,1,94800,38.3,47.0,0
CAND_00917,34,Male,PhD,Tier 1,8.6,0.7,65.7,99.4,73.7,43.9,4,40.1,1,138000,44.3,55.2,1
CAND_00918,27,Female,Master's,Tier 2,2.2,0.5,71.1,77.0,62.3,44.8,4,40.8,1,97200,38.9,43.1,0
CAND_00919,30,Female,Bachelor's,Tier 2,9.8,0.0,88.6,85.9,72.1,65.2,3,50.1,4,174100,49.1,44.4,1
CAND_00920,28,Male,Master's,Tier 2,2.6,0.0,81.2,72.2,68.9,48.4,5,50.6,2,118400,45.8,55.0,0
CAND_00921,38,Female,Bachelor's,Tier 3,8.8,0.0,68.9,90.3,71.7,61.6,4,64.0,1,143400,41.7,46.1,0
CAND_00922,25,Male,PhD,Tier 2,2.9,0.0,86.5,75.8,65.5,61.4,4,66.1,2,68500,48.7,48.0,1
CAND_00923,29,Female,Bachelor's,Tier 2,0.4,3.2,43.2,73.5,54.1,29.2,3,36.3,3,76800,34.8,45.2,0
CAND_00924,26,Female,Master's,Tier 1,0.9,0.0,75.0,72.9,60.1,39.0,5,59.1,1,127700,47.2,50.0,0
CAND_00925,21,Male,Bachelor's,Tier 3,3.6,0.2,72.3,84.3,61.5,40.7,1,35.9,1,78200,30.8,32.2,0
CAND_00926,39,Male,Master's,Tier 2,8.5,1.8,74.5,70.2,57.0,63.0,4,48.9,4,166800,46.6,46.8,1
CAND_00927,23,Male,Master's,Tier 3,2.7,0.0,45.5,94.1,45.8,66.9,6,44.9,1,110300,39.5,32.3,0
CAND_00928,30,Female,Master's,Tier 2,11.9,0.0,57.1,84.4,39.7,48.0,7,42.3,5,153900,44.6,43.2,0
CAND_00929,21,Female,Master's,Tier 2,4.4,0.0,66.0,84.7,55.7,45.1,4,57.0,2,102800,43.3,41.0,1
CAND_00930,27,Male,Master's,Tier 3,5.6,0.0,83.6,83.9,69.3,54.3,4,39.6,1,133000,42.4,38.9,1
CAND_00931,31,Male,Bachelor's,Tier 3,1.0,4.0,94.8,91.1,78.0,57.9,2,51.7,4,86000,54.7,47.7,1
CAND_00932,24,Female,Bachelor's,Tier 2,5.5,1.7,59.5,77.3,43.2,28.6,8,58.1,2,93600,46.3,48.4,0
CAND_00933,31,Non-Binary,Bachelor's,Tier 2,1.5,0.0,51.3,75.7,53.1,39.9,4,64.1,2,86100,46.0,41.7,1
CAND_00934,27,Female,PhD,Tier 3,3.1,1.4,79.4,93.4,62.0,58.0,3,58.1,4,170300,45.4,36.7,0
CAND_00935,34,Male,Bachelor's,Tier 2,2.4,0.6,100.0,51.0,68.6,65.0,3,49.8,2,150700,43.3,44.0,0
CAND_00936,35,Male,Master's,Tier 1,7.0,0.0,89.4,68.5,67.5,63.8,5,63.3,2,105400,53.6,60.3,1
CAND_00937,26,Male,Master's,Tier 3,7.1,1.0,57.5,66.1,42.0,43.3,4,28.9,3,90900,31.4,40.6,0
CAND_00938,29,Female,Bachelor's,Tier 1,3.4,2.1,100.0,81.8,70.5,56.4,2,46.5,0,126800,45.2,41.3,0
